Filename,PCU_A4_NA_7
Instrument name,RSAG2
Operator,
rundate,9/18/2018
proceduresegments,Flow Axial Test
[step]
Axial - 1
Step time,Temperature,Strain,Stress,Modulus,Delta length,Gap,Force,Axial force
0.395168,22.138,3.83826,-783363,-2.04093e7,0.2081,5.629,-2.17148,-1.34766
0.405166,22.138,3.99553,-795925,-1.99204e7,0.2166,5.637,-2.20631,-1.34766
0.415166,22.138,4.25540,-809966,-1.90338e7,0.2307,5.651,-2.24523,-1.34766
0.425166,22.138,4.36388,-824098,-1.88845e7,0.2365,5.657,-2.28440,-1.34766
0.435167,22.138,4.66451,-835583,-1.79136e7,0.2528,5.673,-2.31624,-1.34766
0.445167,22.138,4.82863,-848884,-1.75802e7,0.2617,5.682,-2.35311,-1.34766
0.455167,22.138,4.99222,-862318,-1.72733e7,0.2706,5.691,-2.39035,-1.34766
0.465167,22.138,5.15557,-874577,-1.69637e7,0.2795,5.700,-2.42433,-1.34766
0.475167,22.138,5.43261,-888514,-1.63552e7,0.2945,5.715,-2.46296,-1.34766
0.485166,22.139,5.60148,-901985,-1.61026e7,0.3036,5.724,-2.50030,-1.34766
0.495166,22.139,5.73037,-914565,-1.59600e7,0.3106,5.731,-2.53517,-1.34766
0.505166,22.139,5.84357,-928118,-1.58827e7,0.3168,5.737,-2.57274,-1.34766
0.515166,22.139,6.01003,-940828,-1.56543e7,0.3258,5.746,-2.60797,-1.34766
0.525167,22.139,6.26817,-954447,-1.52269e7,0.3398,5.760,-2.64573,-1.34766
0.535167,22.139,6.42355,-965571,-1.50317e7,0.3482,5.769,-2.67656,-1.34766
0.545167,22.139,6.56102,-980599,-1.49458e7,0.3556,5.776,-2.71822,-1.34766
0.555167,22.139,6.72856,-994227,-1.47762e7,0.3647,5.785,-2.75600,-1.34766
0.565168,22.139,6.98917,-1005160,-1.43816e7,0.3789,5.799,-2.78630,-1.34766
0.575166,22.139,7.15294,-1019810,-1.42572e7,0.3877,5.808,-2.82691,-1.34766
0.585166,22.142,7.31772,-1032930,-1.41155e7,0.3967,5.817,-2.86329,-1.87366
0.595166,22.142,7.51306,-1045110,-1.39106e7,0.4073,5.828,-2.89706,-1.87366
0.605167,22.142,7.67705,-1059160,-1.37964e7,0.4161,5.837,-2.93598,-1.87366
0.615167,22.142,7.84345,-1073220,-1.36831e7,0.4252,5.846,-2.97498,-1.87366
0.625167,22.142,8.10381,-1084780,-1.33861e7,0.4393,5.860,-3.00702,-1.87366
0.635167,22.142,8.26732,-1097190,-1.32714e7,0.4481,5.869,-3.04141,-1.87366
0.645168,22.142,8.42951,-1110950,-1.31793e7,0.4569,5.878,-3.07954,-1.87366
0.655166,22.142,8.55299,-1122080,-1.31192e7,0.4636,5.884,-3.11041,-1.87366
0.665166,22.142,8.71772,-1136760,-1.30397e7,0.4726,5.893,-3.15111,-1.87366
0.675166,22.142,8.88444,-1150720,-1.29521e7,0.4816,5.902,-3.18979,-1.87366
0.685167,22.142,9.12585,-1162390,-1.27373e7,0.4947,5.915,-3.22213,-2.39609
0.695167,22.142,9.24775,-1176290,-1.27197e7,0.5013,5.922,-3.26067,-2.39609
0.705167,22.142,9.40325,-1189180,-1.26465e7,0.5097,5.930,-3.29641,-2.39609
0.715167,22.142,9.56636,-1201110,-1.25556e7,0.5186,5.939,-3.32949,-2.39609
0.725167,22.142,9.75239,-1214650,-1.24549e7,0.5286,5.949,-3.36700,-2.39609
0.735166,22.142,9.99443,-1227810,-1.22849e7,0.5418,5.962,-3.40348,-2.39609
0.745166,22.142,10.2532,-1240460,-1.20983e7,0.5558,5.976,-3.43856,-2.39609
0.755166,22.142,10.4164,-1254400,-1.20425e7,0.5646,5.985,-3.47719,-2.39609
0.765166,22.142,10.5803,-1267630,-1.19811e7,0.5735,5.994,-3.51388,-2.39609
0.775167,22.142,10.7442,-1279510,-1.19089e7,0.5824,6.003,-3.54681,-2.39609
0.785167,22.140,10.9240,-1292590,-1.18326e7,0.5921,6.013,-3.58305,-2.39609
0.795167,22.140,11.0116,-1306590,-1.18656e7,0.5969,6.018,-3.62187,-2.39609
0.805167,22.140,11.2591,-1319340,-1.17180e7,0.6103,6.031,-3.65720,-2.39609
0.815168,22.140,11.4216,-1332780,-1.16689e7,0.6191,6.040,-3.69446,-2.39609
0.825166,22.140,11.5849,-1347360,-1.16303e7,0.6280,6.049,-3.73488,-2.39609
0.835166,22.140,11.8527,-1358240,-1.14594e7,0.6425,6.063,-3.76504,-2.39609
0.845166,22.140,12.0276,-1371200,-1.14004e7,0.6520,6.073,-3.80096,-2.39609
0.855167,22.140,12.1915,-1384830,-1.13590e7,0.6609,6.081,-3.83874,-2.39609
0.865167,22.140,12.3555,-1397520,-1.13109e7,0.6697,6.090,-3.87392,-2.39609
0.875167,22.140,12.5197,-1410280,-1.12645e7,0.6786,6.099,-3.90928,-2.39609
0.885167,22.140,12.7722,-1423900,-1.11485e7,0.6923,6.113,-3.94706,-2.91789
0.895168,22.140,12.9033,-1436430,-1.11323e7,0.6994,6.120,-3.98179,-2.91789
0.905166,22.140,13.0932,-1449680,-1.10720e7,0.7097,6.130,-4.01851,-2.91789
0.915166,22.140,13.2563,-1463140,-1.10373e7,0.7186,6.139,-4.05583,-2.91789
0.925166,22.140,13.4190,-1474860,-1.09908e7,0.7274,6.148,-4.08831,-2.91789
0.935167,22.140,13.6263,-1487590,-1.09170e7,0.7386,6.159,-4.12359,-2.91789
0.945167,22.140,13.8201,-1500920,-1.08604e7,0.7491,6.170,-4.16055,-2.91789
0.955167,22.140,13.9905,-1513650,-1.08191e7,0.7584,6.179,-4.19585,-2.91789
0.965167,22.140,14.1798,-1527330,-1.07711e7,0.7686,6.189,-4.23375,-2.91789
0.975167,22.140,14.3434,-1540750,-1.07418e7,0.7775,6.198,-4.27095,-2.91789
0.985166,22.140,14.5061,-1553370,-1.07084e7,0.7863,6.207,-4.30595,-3.43624
0.995166,22.140,14.6577,-1566590,-1.06878e7,0.7945,6.215,-4.34258,-3.43624
1.00517,22.140,14.9177,-1579460,-1.05878e7,0.8086,6.229,-4.37827,-3.43624
1.01517,22.140,15.0825,-1591460,-1.05517e7,0.8176,6.238,-4.41151,-3.43624
1.02517,22.140,15.2836,-1604970,-1.05013e7,0.8285,6.249,-4.44898,-3.43624
1.03517,22.140,15.4578,-1618210,-1.04686e7,0.8379,6.259,-4.48568,-3.43624
1.04517,22.140,15.6225,-1631200,-1.04414e7,0.8468,6.267,-4.52170,-3.43624
1.05517,22.140,15.7874,-1643590,-1.04107e7,0.8558,6.276,-4.55603,-3.43624
1.06517,22.140,15.9517,-1657380,-1.03900e7,0.8647,6.285,-4.59426,-3.43624
1.07517,22.140,16.2004,-1669580,-1.03058e7,0.8782,6.299,-4.62808,-3.43624
1.08517,22.141,16.2479,-1681570,-1.03495e7,0.8807,6.301,-4.66132,-3.43624
1.09517,22.141,16.5004,-1695150,-1.02734e7,0.8944,6.315,-4.69895,-3.43624
1.10517,22.141,16.6649,-1707760,-1.02476e7,0.9033,6.324,-4.73390,-3.43624
1.11517,22.141,16.8289,-1719590,-1.02180e7,0.9122,6.333,-4.76669,-3.43624
1.12517,22.141,16.9921,-1733120,-1.01996e7,0.9211,6.342,-4.80422,-3.43624
1.13517,22.141,17.2566,-1745500,-1.01150e7,0.9354,6.356,-4.83854,-3.43624
1.14517,22.141,17.3652,-1757630,-1.01216e7,0.9413,6.362,-4.87214,-3.43624
1.15517,22.141,17.5298,-1770820,-1.01018e7,0.9502,6.371,-4.90872,-3.43624
1.16517,22.141,17.7932,-1783270,-1.00223e7,0.9645,6.385,-4.94324,-3.43624
1.17517,22.141,17.9579,-1795590,-9998890,0.9734,6.394,-4.97737,-3.43624
1.18517,22.139,18.1363,-1808600,-9972280,0.9831,6.404,-5.01345,-3.94619
1.19517,22.139,18.2596,-1821230,-9974100,0.9898,6.410,-5.04844,-3.94619
1.20517,22.139,18.4165,-1833280,-9954560,0.9983,6.419,-5.08186,-3.94619
1.21517,22.139,18.5810,-1846280,-9936400,1.007,6.428,-5.11788,-3.94619
1.22517,22.139,18.7643,-1858960,-9906920,1.017,6.438,-5.15305,-3.94619
1.23517,22.139,19.0032,-1871700,-9849410,1.030,6.451,-5.18837,-3.94619
1.24517,22.139,19.1977,-1884120,-9814300,1.041,6.461,-5.22278,-3.94619
1.25517,22.139,19.3615,-1895500,-9790030,1.050,6.470,-5.25431,-3.94619
1.26517,22.139,19.5261,-1908150,-9772320,1.058,6.479,-5.28939,-3.94619
1.27517,22.139,19.6899,-1921220,-9757410,1.067,6.488,-5.32562,-3.94619
1.28517,22.139,19.9458,-1932170,-9687130,1.081,6.502,-5.35598,-4.44473
1.29517,22.139,20.0856,-1946250,-9689770,1.089,6.509,-5.39500,-4.44473
1.30517,22.139,20.2762,-1959220,-9662650,1.099,6.520,-5.43096,-4.44473
1.31517,22.139,20.4393,-1968820,-9632520,1.108,6.529,-5.45756,-4.44473
1.32517,22.139,20.6031,-1982160,-9620670,1.117,6.537,-5.49455,-4.44473
1.33517,22.139,20.7938,-1994840,-9593440,1.127,6.548,-5.52970,-4.44473
1.34517,22.139,21.0616,-2005640,-9522730,1.142,6.562,-5.55964,-4.44473
1.35517,22.139,21.2261,-2018730,-9510600,1.151,6.571,-5.59591,-4.44473
1.36517,22.139,21.3972,-2031650,-9494940,1.160,6.580,-5.63175,-4.44473
1.37517,22.139,21.5157,-2042360,-9492440,1.166,6.587,-5.66143,-4.44473
1.38517,22.144,21.6798,-2054240,-9475380,1.175,6.596,-5.69436,-4.92286
1.39517,22.144,21.8435,-2066750,-9461610,1.184,6.605,-5.72902,-4.92286
1.40517,22.144,22.1045,-2076940,-9396020,1.198,6.619,-5.75729,-4.92286
1.41517,22.144,22.2682,-2089630,-9383910,1.207,6.628,-5.79244,-4.92286
1.42517,22.144,22.4632,-2102850,-9361300,1.218,6.638,-5.82910,-4.92286
1.43517,22.144,22.6275,-2113620,-9340900,1.227,6.647,-5.85894,-4.92286
1.44517,22.144,22.7912,-2125270,-9324950,1.235,6.656,-5.89125,-4.92286
1.45517,22.144,22.9548,-2137230,-9310600,1.244,6.665,-5.92440,-4.92286
1.46517,22.144,23.2038,-2148330,-9258530,1.258,6.678,-5.95516,-4.92286
1.47517,22.144,23.3155,-2160160,-9264910,1.264,6.684,-5.98796,-4.92286
1.48517,22.145,23.5569,-2171750,-9219190,1.277,6.698,-6.02010,-4.92286
1.49517,22.145,23.6793,-2182950,-9218810,1.284,6.704,-6.05114,-4.92286
1.50517,22.145,23.8355,-2194810,-9208160,1.292,6.713,-6.08401,-4.92286
1.51517,22.145,23.9642,-2206590,-9207850,1.299,6.720,-6.11666,-4.92286
1.52517,22.145,24.1617,-2216690,-9174420,1.310,6.730,-6.14467,-4.92286
1.53517,22.145,24.3532,-2228080,-9149040,1.320,6.741,-6.17625,-4.92286
1.54517,22.145,24.5472,-2240360,-9126740,1.331,6.751,-6.21029,-4.92286
1.55517,22.145,24.7107,-2250200,-9106170,1.339,6.760,-6.23755,-4.92286
1.56517,22.145,24.9717,-2262330,-9059590,1.354,6.774,-6.27118,-4.92286
1.57517,22.145,25.1340,-2274060,-9047750,1.362,6.783,-6.30370,-4.92286
1.58517,22.145,25.2561,-2283650,-9042000,1.369,6.790,-6.33029,-5.37633
1.59517,22.145,25.4172,-2293680,-9024130,1.378,6.798,-6.35809,-5.37633
1.60517,22.145,25.5902,-2305740,-9010240,1.387,6.808,-6.39150,-5.37633
1.61517,22.145,25.7540,-2316760,-8995720,1.396,6.817,-6.42205,-5.37633
1.62517,22.145,25.9863,-2327730,-8957530,1.409,6.829,-6.45247,-5.37633
1.63517,22.145,26.2444,-2338920,-8912060,1.423,6.843,-6.48348,-5.37633
1.64517,22.145,26.4069,-2348680,-8894200,1.431,6.852,-6.51054,-5.37633
1.65517,22.145,26.5900,-2359040,-8871880,1.441,6.862,-6.53925,-5.37633
1.66517,22.145,26.7008,-2369340,-8873660,1.447,6.868,-6.56780,-5.37633
1.67517,22.145,26.8640,-2379800,-8858710,1.456,6.877,-6.59681,-5.37633
1.68517,22.142,27.1198,-2391450,-8818090,1.470,6.891,-6.62909,-5.79852
1.69517,22.142,27.2589,-2401840,-8811230,1.478,6.898,-6.65791,-5.79852
1.70517,22.142,27.4163,-2411950,-8797510,1.486,6.907,-6.68592,-5.79852
1.71517,22.142,27.6095,-2422350,-8773610,1.497,6.917,-6.71475,-5.79852
1.72517,22.142,27.7712,-2431120,-8754100,1.505,6.926,-6.73907,-5.79852
1.73517,22.142,28.0300,-2441380,-8709860,1.519,6.940,-6.76749,-5.79852
1.74517,22.142,28.1922,-2453030,-8701090,1.528,6.949,-6.79981,-5.79852
1.75517,22.142,28.3554,-2461660,-8681450,1.537,6.958,-6.82373,-5.79852
1.76517,22.142,28.5176,-2472600,-8670420,1.546,6.966,-6.85404,-5.79852
1.77517,22.142,28.7751,-2483680,-8631320,1.560,6.980,-6.88475,-5.79852
1.78517,22.145,28.8561,-2490850,-8631980,1.564,6.985,-6.90464,-5.79852
1.79517,22.145,29.0388,-2500620,-8611290,1.574,6.995,-6.93171,-5.79852
1.80517,22.145,29.1906,-2512280,-8606470,1.582,7.003,-6.96404,-5.79852
1.81517,22.145,29.4313,-2520820,-8565090,1.595,7.016,-6.98770,-5.79852
1.82517,22.145,29.5943,-2530620,-8551050,1.604,7.025,-7.01489,-5.79852
1.83517,22.145,29.7896,-2542730,-8535640,1.615,7.035,-7.04845,-5.79852
1.84517,22.145,29.9526,-2550470,-8515040,1.624,7.044,-7.06991,-5.79852
1.85517,22.145,30.1157,-2559100,-8497560,1.632,7.053,-7.09381,-5.79852
1.86517,22.145,30.3765,-2570230,-8461270,1.647,7.067,-7.12469,-5.79852
1.87517,22.145,30.5383,-2578170,-8442400,1.655,7.076,-7.14668,-5.79852
1.88517,22.144,30.6593,-2586810,-8437270,1.662,7.083,-7.17065,-6.18638
1.89517,22.144,30.8196,-2597740,-8428870,1.671,7.091,-7.20095,-6.18638
1.90517,22.144,30.9918,-2606040,-8408800,1.680,7.101,-7.22393,-6.18638
1.91517,22.144,31.1543,-2614990,-8393670,1.689,7.109,-7.24875,-6.18638
1.92517,22.144,31.3510,-2625200,-8373570,1.699,7.120,-7.27704,-6.18638
1.93517,22.144,31.6441,-2633200,-8321290,1.715,7.136,-7.29922,-6.18638
1.94517,22.144,31.8194,-2641810,-8302510,1.725,7.145,-7.32310,-6.18638
1.95517,22.144,31.9466,-2650450,-8296510,1.732,7.152,-7.34706,-6.18638
1.96517,22.144,32.1093,-2659280,-8281950,1.741,7.161,-7.37151,-6.18638
1.97517,22.144,32.2720,-2669100,-8270650,1.749,7.170,-7.39875,-6.18638
1.98517,22.144,32.4159,-2677640,-8260260,1.757,7.178,-7.42241,-6.54230
1.99517,22.144,32.6332,-2686030,-8230960,1.769,7.190,-7.44567,-6.54230
2.00517,22.144,32.7814,-2695150,-8221580,1.777,7.198,-7.47095,-6.54230
2.01517,22.144,33.0210,-2703820,-8188190,1.790,7.211,-7.49499,-6.54230
2.02517,22.144,33.1842,-2711420,-8170830,1.799,7.219,-7.51607,-6.54230
2.03517,22.144,33.4459,-2720740,-8134740,1.813,7.234,-7.54188,-6.54230
2.04517,22.144,33.6092,-2729860,-8122380,1.822,7.242,-7.56718,-6.54230
2.05517,22.144,33.7724,-2737340,-8105250,1.831,7.251,-7.58790,-6.54230
2.06517,22.144,33.9679,-2746770,-8086360,1.841,7.262,-7.61403,-6.54230
2.07517,22.144,34.1311,-2755360,-8072870,1.850,7.271,-7.63787,-6.54230
2.08517,22.140,34.2538,-2762610,-8065130,1.857,7.277,-7.65796,-6.54230
2.09517,22.140,34.3759,-2771050,-8061030,1.863,7.284,-7.68136,-6.54230
2.10517,22.140,34.5416,-2780040,-8048370,1.872,7.293,-7.70626,-6.54230
2.11517,22.140,34.8635,-2787670,-7995960,1.890,7.310,-7.72742,-6.54230
2.12517,22.140,34.9710,-2795660,-7994210,1.896,7.316,-7.74956,-6.54230
2.13517,22.140,35.2203,-2804500,-7962730,1.909,7.330,-7.77407,-6.54230
2.14517,22.140,35.3835,-2812660,-7949070,1.918,7.339,-7.79668,-6.54230
2.15517,22.140,35.5471,-2819920,-7932890,1.927,7.347,-7.81680,-6.54230
2.16517,22.140,35.7100,-2828770,-7921490,1.936,7.356,-7.84134,-6.54230
2.17517,22.140,35.9687,-2836980,-7887370,1.950,7.370,-7.86412,-6.54230
2.18517,22.145,36.0496,-2844470,-7890440,1.954,7.375,-7.88487,-6.87520
2.19517,22.145,36.2321,-2851810,-7870970,1.964,7.385,-7.90523,-6.87520
2.20517,22.145,36.4244,-2860870,-7854270,1.974,7.395,-7.93033,-6.87520
2.21517,22.145,36.5874,-2868870,-7841150,1.983,7.404,-7.95251,-6.87520
2.22517,22.145,36.7849,-2876090,-7818670,1.994,7.415,-7.97251,-6.87520
2.23517,22.145,37.0294,-2885440,-7792280,2.007,7.428,-7.99843,-6.87520
2.24517,22.145,37.1377,-2893780,-7792030,2.013,7.434,-8.02156,-6.87520
2.25517,22.145,37.3886,-2900030,-7756460,2.027,7.447,-8.03889,-6.87520
2.26517,22.145,37.5517,-2908440,-7745170,2.036,7.456,-8.06221,-6.87520
2.27517,22.145,37.7145,-2916770,-7733820,2.044,7.465,-8.08530,-6.87520
2.28517,22.145,37.8586,-2922930,-7720650,2.052,7.473,-8.10236,-7.18235
2.29517,22.145,38.0760,-2930210,-7695700,2.064,7.485,-8.12255,-7.18235
2.30517,22.145,38.2244,-2938660,-7687910,2.072,7.493,-8.14595,-7.18235
2.31517,22.145,38.4648,-2945130,-7656680,2.085,7.506,-8.16390,-7.18235
2.32517,22.145,38.6285,-2951720,-7641290,2.094,7.515,-8.18216,-7.18235
2.33517,22.145,38.7921,-2958950,-7627710,2.103,7.523,-8.20221,-7.18235
2.34517,22.145,39.0523,-2964430,-7590910,2.117,7.537,-8.21740,-7.18235
2.35517,22.145,39.1623,-2971360,-7587290,2.123,7.543,-8.23661,-7.18235
2.36517,22.145,39.3171,-2978590,-7575810,2.131,7.552,-8.25665,-7.18235
2.37517,22.145,39.5795,-2984270,-7539930,2.145,7.566,-8.27240,-7.18235
2.38517,22.147,39.6758,-2991300,-7539370,2.151,7.571,-8.29189,-7.18235
2.39517,22.147,39.8685,-2997260,-7517860,2.161,7.582,-8.30840,-7.18235
2.40517,22.147,40.0943,-3001900,-7487090,2.173,7.594,-8.32126,-7.18235
2.41517,22.147,40.2577,-3009620,-7475890,2.182,7.603,-8.34267,-7.18235
2.42517,22.147,40.4217,-3016070,-7461510,2.191,7.612,-8.36054,-7.18235
2.43517,22.147,40.5855,-3021300,-7444290,2.200,7.621,-8.37504,-7.18235
2.44517,22.147,40.8468,-3028580,-7414480,2.214,7.635,-8.39522,-7.18235
2.45517,22.147,41.0103,-3034950,-7400450,2.223,7.644,-8.41288,-7.18235
2.46517,22.147,41.2065,-3039560,-7376420,2.234,7.654,-8.42567,-7.18235
2.47517,22.147,41.3697,-3046070,-7363060,2.242,7.663,-8.44372,-7.18235
2.48517,22.144,41.4923,-3053300,-7358720,2.249,7.670,-8.46375,-7.43880
2.49517,22.144,41.6320,-3057360,-7343770,2.257,7.677,-8.47499,-7.43880
2.50517,22.144,41.8309,-3063970,-7324640,2.267,7.688,-8.49332,-7.43880
2.51517,22.144,42.0565,-3070750,-7301500,2.280,7.700,-8.51213,-7.43880
2.52517,22.144,42.2418,-3074590,-7278550,2.290,7.710,-8.52277,-7.43880
2.53517,22.144,42.4447,-3081020,-7258910,2.301,7.721,-8.54060,-7.43880
2.54517,22.144,42.6089,-3087720,-7246660,2.310,7.730,-8.55916,-7.43880
2.55517,22.144,42.7734,-3092570,-7230110,2.319,7.739,-8.57260,-7.43880
2.56517,22.144,43.0352,-3098250,-7199340,2.333,7.753,-8.58835,-7.43880
2.57517,22.144,43.1447,-3104920,-7196520,2.339,7.759,-8.60684,-7.43880
2.58517,22.144,43.2800,-3110130,-7186060,2.346,7.767,-8.62127,-7.67563
2.59517,22.144,43.4995,-3115230,-7161530,2.358,7.779,-8.63541,-7.67563
2.60517,22.144,43.6937,-3122400,-7146110,2.368,7.789,-8.65529,-7.67563
2.61517,22.144,43.8574,-3128270,-7132820,2.377,7.798,-8.67158,-7.67563
2.62517,22.144,44.0888,-3134260,-7108960,2.390,7.810,-8.68816,-7.67563
2.63517,22.144,44.3153,-3141300,-7088530,2.402,7.823,-8.70770,-7.67563
2.64517,22.144,44.4793,-3147240,-7075750,2.411,7.832,-8.72416,-7.67563
2.65517,22.144,44.6435,-3152840,-7062250,2.420,7.841,-8.73966,-7.67563
2.66517,22.144,44.8070,-3158690,-7049550,2.429,7.849,-8.75589,-7.67563
2.67517,22.144,45.0348,-3165290,-7028550,2.441,7.862,-8.77419,-7.67563
2.68517,22.142,45.1572,-3170680,-7021430,2.448,7.868,-8.78913,-7.89746
2.69517,22.142,45.3194,-3176980,-7010210,2.457,7.877,-8.80660,-7.89746
2.70517,22.142,45.4930,-3184530,-7000040,2.466,7.887,-8.82751,-7.89746
2.71517,22.142,45.6571,-3189830,-6986500,2.475,7.895,-8.84221,-7.89746
2.72517,22.142,45.8549,-3195900,-6969580,2.486,7.906,-8.85903,-7.89746
2.73517,22.142,46.1461,-3200840,-6936330,2.501,7.922,-8.87274,-7.89746
2.74517,22.142,46.2551,-3206010,-6931150,2.507,7.928,-8.88706,-7.89746
2.75517,22.142,46.5079,-3210510,-6903160,2.521,7.942,-8.89955,-7.89746
2.76517,22.142,46.6721,-3213270,-6884760,2.530,7.951,-8.90717,-7.89746
2.77517,22.142,46.8363,-3215720,-6865880,2.539,7.959,-8.91398,-7.89746
2.78517,22.146,46.9812,-3216720,-6846810,2.547,7.967,-8.91674,-7.89746
2.79517,22.146,47.1316,-3218360,-6828460,2.555,7.975,-8.92130,-7.89746
2.80517,22.146,47.3075,-3219360,-6805180,2.564,7.985,-8.92407,-7.89746
2.81517,22.146,47.4769,-3220170,-6782610,2.574,7.994,-8.92631,-7.89746
2.82517,22.146,47.6950,-3222360,-6756180,2.585,8.006,-8.93239,-7.89746
2.83517,22.146,47.9163,-3222680,-6725650,2.597,8.018,-8.93328,-7.89746
2.84517,22.146,48.0861,-3224500,-6705680,2.607,8.027,-8.93831,-7.89746
2.85517,22.146,48.2832,-3227250,-6684000,2.617,8.038,-8.94594,-7.89746
2.86517,22.146,48.4484,-3229400,-6665650,2.626,8.047,-8.95190,-7.89746
2.87517,22.146,48.6130,-3232470,-6649390,2.635,8.056,-8.96040,-7.89746
2.88517,22.146,48.8753,-3236620,-6622210,2.649,8.070,-8.97192,-8.00525
2.89517,22.146,49.0388,-3240780,-6608600,2.658,8.079,-8.98344,-8.00525
2.90517,22.146,49.2024,-3243490,-6592120,2.667,8.088,-8.99094,-8.00525
2.91517,22.146,49.3989,-3249040,-6577140,2.678,8.098,-9.00633,-8.00525
2.92517,22.146,49.5636,-3253970,-6565240,2.687,8.107,-9.02000,-8.00525
2.93517,22.146,49.8261,-3257110,-6536960,2.701,8.121,-9.02871,-8.00525
2.94517,22.146,49.9896,-3262120,-6525600,2.710,8.130,-9.04260,-8.00525
2.95517,22.146,50.1543,-3267650,-6515200,2.719,8.139,-9.05792,-8.00525
2.96517,22.146,50.3079,-3271790,-6503520,2.727,8.148,-9.06940,-8.00525
2.97517,22.146,50.4996,-3276690,-6488540,2.737,8.158,-9.08298,-8.00525
2.98517,22.146,50.6225,-3283190,-6485620,2.744,8.165,-9.10099,-8.20244
2.99517,22.146,50.7627,-3288070,-6477330,2.752,8.172,-9.11452,-8.20244
