Filename,PCU_A4_NA_1
Instrument name,RSAG2
Operator,
rundate,9/18/2018
proceduresegments,Flow Axial Test
[step]
Axial - 1
Step time,Temperature,Strain,Stress,Modulus,Delta length,Gap,Force,Axial force
0.905167,21.862,15.1208,-1109060,-7334660,0.7229,5.504,-3.07432,-2.20673
0.915167,21.862,15.3064,-1117990,-7304100,0.7318,5.513,-3.09908,-2.20673
0.925167,21.862,15.4915,-1127890,-7280700,0.7406,5.521,-3.12650,-2.20673
0.935167,21.862,15.6765,-1137200,-7254170,0.7495,5.530,-3.15231,-2.20673
0.945167,21.862,16.0077,-1146050,-7159350,0.7653,5.546,-3.17684,-2.20673
0.955166,21.862,16.1923,-1154990,-7132910,0.7741,5.555,-3.20162,-2.20673
0.965166,21.862,16.3778,-1164640,-7111070,0.7830,5.564,-3.22838,-2.20673
0.975166,21.862,16.5642,-1173970,-7087380,0.7919,5.573,-3.25425,-2.20673
0.985166,21.862,16.7499,-1183150,-7063640,0.8008,5.582,-3.27970,-2.20673
0.995167,21.862,17.0316,-1192910,-7004110,0.8143,5.595,-3.30675,-2.20673
1.00517,21.862,17.1693,-1202010,-7000940,0.8208,5.602,-3.33198,-2.20673
1.01517,21.862,17.3359,-1210930,-6985070,0.8288,5.610,-3.35669,-2.20673
1.02517,21.862,17.6135,-1220760,-6930810,0.8421,5.623,-3.38394,-2.20673
1.03517,21.862,17.7987,-1230370,-6912700,0.8509,5.632,-3.41058,-2.20673
1.04517,21.862,17.9834,-1239280,-6891270,0.8598,5.641,-3.43529,-2.20673
1.05517,21.862,18.1685,-1249270,-6876010,0.8686,5.649,-3.46297,-2.20673
1.06517,21.862,18.4462,-1259160,-6826150,0.8819,5.663,-3.49040,-2.20673
1.07517,21.862,18.5940,-1267120,-6814690,0.8889,5.670,-3.51246,-2.20673
1.08517,21.862,18.8722,-1277020,-6766660,0.9022,5.683,-3.53989,-2.20673
1.09517,21.864,19.0441,-1287700,-6761700,0.9105,5.691,-3.56952,-2.58342
1.10517,21.864,19.1831,-1296390,-6758010,0.9171,5.698,-3.59360,-2.58342
1.11517,21.864,19.3540,-1305900,-6747440,0.9253,5.706,-3.61996,-2.58342
1.12517,21.864,19.6310,-1316120,-6704270,0.9385,5.719,-3.64828,-2.58342
1.13517,21.864,19.7789,-1325270,-6700400,0.9456,5.726,-3.67364,-2.58342
1.14517,21.864,20.0580,-1334460,-6653020,0.9589,5.740,-3.69913,-2.58342
1.15517,21.864,20.2439,-1344540,-6641710,0.9678,5.749,-3.72707,-2.58342
1.16517,21.864,20.4807,-1353770,-6609990,0.9791,5.760,-3.75266,-2.58342
1.17517,21.864,20.6734,-1363260,-6594270,0.9884,5.769,-3.77896,-2.58342
1.18517,21.864,20.8905,-1372890,-6571860,0.9987,5.780,-3.80566,-2.58342
1.19517,21.862,21.0631,-1382810,-6565090,1.007,5.788,-3.83315,-2.96618
1.20517,21.862,21.2025,-1392710,-6568590,1.014,5.794,-3.86058,-2.96618
1.21517,21.862,21.3744,-1401820,-6558390,1.022,5.803,-3.88583,-2.96618
1.22517,21.862,21.6518,-1411500,-6519090,1.035,5.816,-3.91268,-2.96618
1.23517,21.862,21.8555,-1421420,-6503710,1.045,5.826,-3.94018,-2.96618
1.24517,21.862,22.0960,-1431460,-6478350,1.056,5.837,-3.96799,-2.96618
1.25517,21.862,22.3750,-1440670,-6438750,1.070,5.851,-3.99355,-2.96618
1.26517,21.862,22.5608,-1449970,-6426940,1.079,5.859,-4.01932,-2.96618
1.27517,21.862,22.7466,-1460540,-6420910,1.087,5.868,-4.04861,-2.96618
1.28517,21.862,22.9319,-1470110,-6410770,1.096,5.877,-4.07514,-2.96618
1.29517,21.862,23.0759,-1479170,-6410030,1.103,5.884,-4.10026,-2.96618
1.30517,21.862,23.2174,-1489590,-6415840,1.110,5.891,-4.12914,-2.96618
1.31517,21.862,23.5041,-1499000,-6377610,1.124,5.905,-4.15523,-2.96618
1.32517,21.862,23.6897,-1508110,-6366100,1.133,5.913,-4.18048,-2.96618
1.33517,21.862,23.8751,-1518320,-6359430,1.141,5.922,-4.20878,-2.96618
1.34517,21.862,24.1726,-1528870,-6324810,1.156,5.936,-4.23803,-2.96618
1.35517,21.862,24.3588,-1537930,-6313640,1.165,5.945,-4.26314,-2.96618
1.36517,21.862,24.5815,-1547940,-6297200,1.175,5.956,-4.29090,-2.96618
1.37517,21.862,24.7680,-1557490,-6288330,1.184,5.965,-4.31737,-2.96618
1.38517,21.862,24.9540,-1566570,-6277820,1.193,5.974,-4.34253,-2.96618
1.39517,21.863,25.2378,-1576000,-6244610,1.207,5.987,-4.36868,-3.35511
1.40517,21.863,25.3773,-1587150,-6254230,1.213,5.994,-4.39959,-3.35511
1.41517,21.863,25.5867,-1596160,-6238230,1.223,6.004,-4.42455,-3.35511
1.42517,21.863,25.7726,-1605740,-6230420,1.232,6.013,-4.45111,-3.35511
1.43517,21.863,25.9579,-1616720,-6228230,1.241,6.022,-4.48154,-3.35511
1.44517,21.863,26.2481,-1625610,-6193240,1.255,6.036,-4.50618,-3.35511
1.45517,21.863,26.3815,-1634390,-6195210,1.261,6.042,-4.53053,-3.35511
1.46517,21.863,26.6730,-1644970,-6167180,1.275,6.056,-4.55986,-3.35511
1.47517,21.863,26.8641,-1655290,-6161720,1.284,6.065,-4.58847,-3.35511
1.48517,21.863,27.0800,-1664400,-6146230,1.295,6.075,-4.61372,-3.35511
1.49517,21.864,27.2516,-1674810,-6145730,1.303,6.084,-4.64258,-3.74729
1.50517,21.864,27.3905,-1685620,-6154030,1.309,6.090,-4.67253,-3.74729
1.51517,21.864,27.5623,-1694030,-6146200,1.318,6.099,-4.69586,-3.74729
1.52517,21.864,27.7484,-1703870,-6140420,1.327,6.107,-4.72312,-3.74729
1.53517,21.864,27.9904,-1714520,-6125380,1.338,6.119,-4.75264,-3.74729
1.54517,21.864,28.3509,-1723760,-6080110,1.355,6.136,-4.77827,-3.74729
1.55517,21.864,28.5467,-1733240,-6071600,1.365,6.146,-4.80455,-3.74729
1.56517,21.864,28.7329,-1744090,-6070010,1.374,6.154,-4.83461,-3.74729
1.57517,21.864,28.9200,-1753640,-6063760,1.383,6.163,-4.86110,-3.74729
1.58517,21.864,29.1067,-1763270,-6057960,1.392,6.172,-4.88778,-3.74729
1.59517,21.864,29.3241,-1773840,-6049090,1.402,6.183,-4.91708,-4.14261
1.60517,21.864,29.4224,-1783380,-6061310,1.407,6.187,-4.94354,-4.14261
1.61517,21.864,29.6934,-1792980,-6038310,1.420,6.200,-4.97014,-4.14261
1.62517,21.864,29.8794,-1803410,-6035620,1.428,6.209,-4.99904,-4.14261
1.63517,21.864,30.0654,-1813290,-6031140,1.437,6.218,-5.02644,-4.14261
1.64517,21.864,30.2942,-1822380,-6015600,1.448,6.229,-5.05163,-4.14261
1.65517,21.864,30.5903,-1832450,-5990290,1.462,6.243,-5.07955,-4.14261
1.66517,21.864,30.7130,-1842700,-5999740,1.468,6.249,-5.10796,-4.14261
1.67517,21.864,31.0094,-1852270,-5973240,1.483,6.263,-5.13448,-4.14261
1.68517,21.864,31.1950,-1862260,-5969730,1.491,6.272,-5.16218,-4.14261
1.69517,21.865,31.3817,-1871870,-5964850,1.500,6.281,-5.18883,-4.14261
1.70517,21.865,31.5533,-1881630,-5963340,1.509,6.289,-5.21588,-4.14261
1.71517,21.865,31.7709,-1891160,-5952470,1.519,6.300,-5.24228,-4.14261
1.72517,21.865,31.9568,-1900930,-5948450,1.528,6.309,-5.26939,-4.14261
1.73517,21.865,32.0970,-1911310,-5954800,1.535,6.315,-5.29816,-4.14261
1.74517,21.865,32.3615,-1921170,-5936600,1.547,6.328,-5.32549,-4.14261
1.75517,21.865,32.5471,-1930310,-5930800,1.556,6.337,-5.35081,-4.14261
1.76517,21.865,32.7694,-1939390,-5918320,1.567,6.347,-5.37600,-4.14261
1.77517,21.865,32.9565,-1949820,-5916350,1.576,6.356,-5.40490,-4.14261
1.78517,21.865,33.1433,-1960590,-5915510,1.585,6.365,-5.43476,-4.14261
1.79517,21.864,33.4343,-1969790,-5891530,1.598,6.379,-5.46027,-4.53650
1.80517,21.864,33.5835,-1979810,-5895190,1.606,6.386,-5.48805,-4.53650
1.81517,21.864,33.7582,-1990290,-5895710,1.614,6.395,-5.51707,-4.53650
1.82517,21.864,33.9736,-1999960,-5886800,1.624,6.405,-5.54388,-4.53650
1.83517,21.864,34.1650,-2009630,-5882140,1.633,6.414,-5.57070,-4.53650
1.84517,21.864,34.4427,-2020480,-5866200,1.647,6.427,-5.60076,-4.53650
1.85517,21.864,34.6284,-2029840,-5861780,1.656,6.436,-5.62672,-4.53650
1.86517,21.864,34.9250,-2039450,-5839510,1.670,6.451,-5.65335,-4.53650
1.87517,21.864,35.1106,-2050200,-5839270,1.679,6.459,-5.68316,-4.53650
1.88517,21.864,35.2700,-2060420,-5841840,1.686,6.467,-5.71148,-4.53650
1.89517,21.864,35.4494,-2069350,-5837470,1.695,6.476,-5.73623,-4.93742
1.90517,21.864,35.5989,-2080480,-5844220,1.702,6.483,-5.76710,-4.93742
1.91517,21.864,35.7743,-2090780,-5844350,1.710,6.491,-5.79563,-4.93742
1.92517,21.864,36.0264,-2099860,-5828670,1.722,6.503,-5.82081,-4.93742
1.93517,21.864,36.2378,-2110420,-5823810,1.732,6.513,-5.85008,-4.93742
1.94517,21.864,36.4592,-2121180,-5817960,1.743,6.524,-5.87992,-4.93742
1.95517,21.864,36.6447,-2129860,-5812200,1.752,6.533,-5.90397,-4.93742
1.96517,21.864,36.9416,-2139730,-5792210,1.766,6.547,-5.93134,-4.93742
1.97517,21.864,37.1277,-2150750,-5792860,1.775,6.556,-5.96188,-4.93742
1.98517,21.864,37.3136,-2160510,-5790130,1.784,6.565,-5.98892,-4.93742
1.99517,21.864,37.5284,-2169770,-5781690,1.794,6.575,-6.01461,-4.93742
2.00517,21.864,37.6770,-2180680,-5787840,1.801,6.582,-6.04485,-4.93742
2.01517,21.864,37.8524,-2190530,-5787040,1.810,6.590,-6.07215,-4.93742
2.02517,21.864,38.0783,-2199580,-5776480,1.820,6.601,-6.09724,-4.93742
2.03517,21.864,38.2710,-2209620,-5773610,1.830,6.610,-6.12507,-4.93742
2.04517,21.864,38.5596,-2220160,-5757750,1.843,6.624,-6.15429,-4.93742
2.05517,21.864,38.6819,-2229370,-5763340,1.849,6.630,-6.17981,-4.93742
2.06517,21.864,38.9716,-2238760,-5744590,1.863,6.644,-6.20585,-4.93742
2.07517,21.864,39.1567,-2249260,-5744250,1.872,6.653,-6.23495,-4.93742
2.08517,21.864,39.3421,-2258670,-5741100,1.881,6.662,-6.26102,-4.93742
2.09517,21.868,39.4854,-2268240,-5744510,1.888,6.669,-6.28756,-5.33193
2.10517,21.868,39.6929,-2278640,-5740680,1.898,6.678,-6.31639,-5.33193
2.11517,21.868,39.9324,-2288180,-5730140,1.909,6.690,-6.34284,-5.33193
2.12517,21.868,40.1476,-2297430,-5722450,1.919,6.700,-6.36846,-5.33193
2.13517,21.868,40.3392,-2306980,-5718960,1.929,6.709,-6.39496,-5.33193
2.14517,21.868,40.6350,-2316570,-5700930,1.943,6.724,-6.42154,-5.33193
2.15517,21.868,40.8193,-2325610,-5697320,1.951,6.732,-6.44658,-5.33193
2.16517,21.868,41.0045,-2335320,-5695290,1.960,6.741,-6.47352,-5.33193
2.17517,21.868,41.1638,-2345300,-5697470,1.968,6.749,-6.50116,-5.33193
2.18517,21.868,41.3499,-2354830,-5694880,1.977,6.758,-6.52758,-5.33193
2.19517,21.868,41.4942,-2364350,-5698030,1.984,6.765,-6.55399,-5.71068
2.20517,21.868,41.7030,-2373260,-5690860,1.994,6.775,-6.57867,-5.71068
2.21517,21.868,41.9432,-2382810,-5681040,2.005,6.786,-6.60516,-5.71068
2.22517,21.868,42.1585,-2392230,-5674370,2.016,6.796,-6.63126,-5.71068
2.23517,21.868,42.3503,-2400940,-5669230,2.025,6.806,-6.65540,-5.71068
2.24517,21.868,42.6477,-2410940,-5653150,2.039,6.820,-6.68312,-5.71068
2.25517,21.868,42.8329,-2420400,-5650810,2.048,6.829,-6.70936,-5.71068
2.26517,21.868,43.0175,-2428200,-5644680,2.057,6.837,-6.73097,-5.71068
2.27517,21.868,43.3117,-2437570,-5627970,2.071,6.851,-6.75695,-5.71068
2.28517,21.868,43.4958,-2447660,-5627360,2.079,6.860,-6.78492,-5.71068
2.29517,21.865,43.7035,-2455450,-5618410,2.089,6.870,-6.80649,-5.71068
2.30517,21.865,43.8427,-2464860,-5622050,2.096,6.877,-6.83260,-5.71068
2.31517,21.865,43.9786,-2473610,-5624570,2.103,6.883,-6.85683,-5.71068
2.32517,21.865,44.1379,-2481210,-5621490,2.110,6.891,-6.87791,-5.71068
2.33517,21.865,44.3775,-2489550,-5609920,2.122,6.902,-6.90102,-5.71068
2.34517,21.865,44.6538,-2498570,-5595410,2.135,6.916,-6.92603,-5.71068
2.35517,21.865,44.8387,-2506350,-5589710,2.144,6.924,-6.94761,-5.71068
2.36517,21.865,45.0238,-2514790,-5585470,2.153,6.933,-6.97101,-5.71068
2.37517,21.865,45.3211,-2522970,-5566890,2.167,6.948,-6.99368,-5.71068
2.38517,21.865,45.5063,-2531220,-5562360,2.176,6.956,-7.01655,-5.71068
2.39517,21.862,45.6494,-2538810,-5561540,2.182,6.963,-7.03757,-6.05481
2.40517,21.862,45.8202,-2547270,-5559280,2.191,6.971,-7.06104,-6.05481
2.41517,21.862,46.0244,-2555190,-5551820,2.200,6.981,-7.08299,-6.05481
2.42517,21.862,46.2100,-2563340,-5547150,2.209,6.990,-7.10557,-6.05481
2.43517,21.862,46.4503,-2571230,-5535440,2.221,7.002,-7.12745,-6.05481
2.44517,21.862,46.7945,-2579700,-5512820,2.237,7.018,-7.15092,-6.05481
2.45517,21.862,46.9171,-2587330,-5514690,2.243,7.024,-7.17208,-6.05481
2.46517,21.862,47.0548,-2594270,-5513290,2.250,7.030,-7.19132,-6.05481
2.47517,21.862,47.3381,-2602690,-5498080,2.263,7.044,-7.21465,-6.05481
2.48517,21.862,47.5233,-2610540,-5493180,2.272,7.053,-7.23642,-6.05481
2.49517,21.862,47.6663,-2617370,-5491040,2.279,7.060,-7.25535,-6.36526
2.50517,21.862,47.8183,-2626130,-5491890,2.286,7.067,-7.27963,-6.36526
2.51517,21.862,48.0085,-2633740,-5485990,2.295,7.076,-7.30073,-6.36526
2.52517,21.862,48.2233,-2639840,-5474210,2.305,7.086,-7.31765,-6.36526
2.53517,21.862,48.4636,-2648090,-5464070,2.317,7.098,-7.34050,-6.36526
2.54517,21.862,48.7697,-2656150,-5446320,2.332,7.112,-7.36285,-6.36526
2.55517,21.862,48.9632,-2662210,-5437170,2.341,7.122,-7.37964,-6.36526
2.56517,21.862,49.1471,-2669910,-5432490,2.350,7.130,-7.40099,-6.36526
2.57517,21.862,49.3617,-2676450,-5422110,2.360,7.141,-7.41911,-6.36526
2.58517,21.862,49.5528,-2683300,-5415040,2.369,7.150,-7.43811,-6.36526
2.59517,21.864,49.8424,-2691150,-5399330,2.383,7.164,-7.45988,-6.36526
2.60517,21.864,49.9650,-2696510,-5396800,2.389,7.170,-7.47472,-6.36526
2.61517,21.864,50.1309,-2703130,-5392150,2.397,7.177,-7.49309,-6.36526
2.62517,21.864,50.4073,-2710500,-5377200,2.410,7.191,-7.51350,-6.36526
2.63517,21.864,50.6463,-2716410,-5363490,2.421,7.202,-7.52989,-6.36526
2.64517,21.864,50.8308,-2721920,-5354860,2.430,7.211,-7.54516,-6.36526
2.65517,21.864,51.0168,-2729180,-5349560,2.439,7.220,-7.56527,-6.36526
2.66517,21.864,51.2021,-2735170,-5341920,2.448,7.229,-7.58190,-6.36526
2.67517,21.864,51.4965,-2740510,-5321730,2.462,7.243,-7.59668,-6.36526
2.68517,21.864,51.6801,-2748400,-5318100,2.471,7.252,-7.61856,-6.36526
2.69517,21.864,51.7811,-2753900,-5318350,2.476,7.256,-7.63381,-6.63136
2.70517,21.864,51.9561,-2759450,-5311120,2.484,7.265,-7.64919,-6.63136
2.71517,21.864,52.1960,-2766230,-5299700,2.495,7.276,-7.66799,-6.63136
2.72517,21.864,52.3815,-2772360,-5292630,2.504,7.285,-7.68498,-6.63136
2.73517,21.864,52.5952,-2777850,-5281570,2.514,7.295,-7.70021,-6.63136
2.74517,21.864,52.8971,-2784530,-5264050,2.529,7.310,-7.71872,-6.63136
2.75517,21.864,53.0469,-2790870,-5261140,2.536,7.317,-7.73630,-6.63136
2.76517,21.864,53.2300,-2795850,-5252390,2.545,7.326,-7.75009,-6.63136
2.77517,21.864,53.4166,-2801820,-5245240,2.554,7.335,-7.76666,-6.63136
2.78517,21.864,53.6952,-2807530,-5228640,2.567,7.348,-7.78247,-6.63136
2.79517,21.864,53.8158,-2812480,-5226110,2.573,7.354,-7.79618,-6.85515
2.80517,21.864,53.9924,-2817330,-5218010,2.581,7.362,-7.80964,-6.85515
2.81517,21.864,54.2340,-2822260,-5203850,2.593,7.374,-7.82330,-6.85515
2.82517,21.864,54.4198,-2827360,-5195460,2.602,7.383,-7.83744,-6.85515
2.83517,21.864,54.6331,-2830270,-5180510,2.612,7.393,-7.84552,-6.85515
2.84517,21.864,54.9564,-2835160,-5158940,2.627,7.408,-7.85908,-6.85515
2.85517,21.864,55.1038,-2839520,-5153040,2.634,7.415,-7.87115,-6.85515
2.86517,21.864,55.3820,-2842900,-5133250,2.648,7.429,-7.88051,-6.85515
2.87517,21.864,55.5674,-2845400,-5120620,2.657,7.437,-7.88744,-6.85515
2.88517,21.864,55.7528,-2849770,-5111430,2.665,7.446,-7.89956,-6.85515
2.89517,21.864,55.9016,-2852850,-5103350,2.673,7.453,-7.90811,-6.85515
2.90517,21.864,56.1056,-2855550,-5089590,2.682,7.463,-7.91558,-6.85515
2.91517,21.864,56.3025,-2859790,-5079320,2.692,7.473,-7.92733,-6.85515
2.92517,21.864,56.5489,-2863100,-5063060,2.704,7.484,-7.93652,-6.85515
2.93517,21.864,56.7527,-2865300,-5048750,2.713,7.494,-7.94262,-6.85515
2.94517,21.864,56.9641,-2869530,-5037440,2.723,7.504,-7.95435,-6.85515
2.95517,21.864,57.1599,-2872960,-5026190,2.733,7.514,-7.96385,-6.85515
2.96517,21.864,57.4366,-2875340,-5006100,2.746,7.527,-7.97044,-6.85515
2.97517,21.864,57.5849,-2879240,-4999990,2.753,7.534,-7.98125,-6.85515
2.98517,21.864,57.8639,-2883510,-4983260,2.766,7.547,-7.99308,-6.85515
2.99517,21.862,58.0494,-2886320,-4972170,2.775,7.556,-8.00087,-7.00067
3.00517,21.862,58.2352,-2890070,-4962760,2.784,7.565,-8.01128,-7.00067
3.01517,21.862,58.4206,-2893880,-4953520,2.793,7.574,-8.02183,-7.00067
3.02517,21.862,58.6370,-2897740,-4941840,2.803,7.584,-8.03255,-7.00067
3.03517,21.862,58.8287,-2900960,-4931200,2.812,7.593,-8.04147,-7.00067
3.04517,21.862,59.1027,-2904340,-4914050,2.826,7.606,-8.05082,-7.00067
