Filename,PCU_A4_NA_5
Instrument name,RSAG2
Operator,
rundate,9/18/2018
proceduresegments,Flow Axial Test
[step]
Axial - 1
Step time,Temperature,Strain,Stress,Modulus,Delta length,Gap,Force,Axial force
s,°C,%,Pa,Pa,mm,mm,N,N
1.06517,21.980,13.4127,-826256,-6160240,0.8538,7.220,-2.29038,-1.15923
1.07517,21.980,13.5719,-832307,-6132560,0.8640,7.230,-2.30716,-1.15923
1.08517,21.980,13.6761,-836491,-6116430,0.8706,7.237,-2.31875,-1.36846
1.09517,21.980,13.8011,-841407,-6096660,0.8786,7.245,-2.33238,-1.36846
1.10517,21.980,13.9403,-846283,-6070780,0.8874,7.253,-2.34590,-1.36846
1.11517,21.980,14.0799,-851839,-6050040,0.8963,7.262,-2.36130,-1.36846
1.12517,21.980,14.2191,-859046,-6041480,0.9052,7.271,-2.38128,-1.36846
1.13517,21.980,14.4402,-863569,-5980310,0.9193,7.285,-2.39381,-1.36846
1.14517,21.980,14.6750,-868835,-5920510,0.9342,7.300,-2.40841,-1.36846
1.15517,21.980,14.8133,-875085,-5907430,0.9430,7.309,-2.42574,-1.36846
1.16517,21.980,14.9331,-878277,-5881400,0.9506,7.317,-2.43458,-1.36846
1.17517,21.980,15.0662,-884184,-5868680,0.9591,7.325,-2.45096,-1.36846
1.18517,21.976,15.2282,-890951,-5850660,0.9694,7.335,-2.46972,-1.58685
1.19517,21.976,15.3574,-894888,-5827090,0.9776,7.344,-2.48063,-1.58685
1.20517,21.976,15.4684,-901967,-5831040,0.9847,7.351,-2.50025,-1.58685
1.21517,21.976,15.6354,-909954,-5819840,0.9953,7.361,-2.52239,-1.58685
1.22517,21.976,15.8580,-911055,-5745090,1.010,7.375,-2.52544,-1.58685
1.23517,21.976,16.0106,-915203,-5716220,1.019,7.385,-2.53694,-1.58685
1.24517,21.976,16.1725,-923545,-5710590,1.030,7.395,-2.56007,-1.58685
1.25517,21.976,16.3170,-930802,-5704500,1.039,7.405,-2.58018,-1.58685
1.26517,21.976,16.4568,-934479,-5678370,1.048,7.414,-2.59038,-1.58685
1.27517,21.976,16.6661,-940068,-5640600,1.061,7.427,-2.60587,-1.58685
1.28517,21.982,16.8096,-948505,-5642640,1.070,7.436,-2.62926,-1.58685
1.29517,21.982,16.9442,-950656,-5610520,1.079,7.445,-2.63522,-1.58685
1.30517,21.982,17.0833,-954992,-5590200,1.088,7.453,-2.64724,-1.58685
1.31517,21.982,17.2223,-964635,-5601070,1.096,7.462,-2.67397,-1.58685
1.32517,21.982,17.4447,-969947,-5560130,1.111,7.476,-2.68869,-1.58685
1.33517,21.982,17.5835,-973782,-5538060,1.119,7.485,-2.69932,-1.58685
1.34517,21.982,17.7220,-980707,-5533850,1.128,7.494,-2.71852,-1.58685
1.35517,21.982,17.8602,-987938,-5531510,1.137,7.503,-2.73857,-1.58685
1.36517,21.982,18.0533,-990712,-5487690,1.149,7.515,-2.74625,-1.58685
1.37517,21.982,18.1820,-997237,-5484760,1.157,7.523,-2.76434,-1.58685
1.38517,21.982,18.3186,-1004620,-5484150,1.166,7.532,-2.78480,-1.81428
1.39517,21.982,18.4688,-1009280,-5464770,1.176,7.542,-2.79771,-1.81428
1.40517,21.982,18.6079,-1015180,-5455660,1.185,7.551,-2.81409,-1.81428
1.41517,21.982,18.7468,-1021880,-5450940,1.193,7.559,-2.83265,-1.81428
1.42517,21.982,18.8859,-1027140,-5438700,1.202,7.568,-2.84724,-1.81428
1.43517,21.982,19.1077,-1032790,-5405080,1.216,7.582,-2.86289,-1.81428
1.44517,21.982,19.3303,-1039320,-5376670,1.231,7.596,-2.88101,-1.81428
1.45517,21.982,19.4468,-1045680,-5377140,1.238,7.604,-2.89863,-1.81428
1.46517,21.982,19.5810,-1051550,-5370260,1.247,7.612,-2.91490,-1.81428
1.47517,21.982,19.7194,-1057010,-5360260,1.255,7.621,-2.93004,-1.81428
1.48517,21.977,19.8853,-1061920,-5340230,1.266,7.632,-2.94365,-2.05361
1.49517,21.977,20.0238,-1069760,-5342460,1.275,7.641,-2.96538,-2.05361
1.50517,21.977,20.1905,-1076540,-5331910,1.285,7.651,-2.98417,-2.05361
1.51517,21.977,20.3570,-1082360,-5316910,1.296,7.662,-3.00030,-2.05361
1.52517,21.977,20.5126,-1087060,-5299470,1.306,7.672,-3.01333,-2.05361
1.53517,21.977,20.6796,-1094580,-5293050,1.316,7.682,-3.03417,-2.05361
1.54517,21.977,20.8570,-1102200,-5284580,1.328,7.694,-3.05531,-2.05361
1.55517,21.977,20.9965,-1105940,-5267270,1.337,7.703,-3.06567,-2.05361
1.56517,21.977,21.1360,-1110770,-5255380,1.346,7.711,-3.07907,-2.05361
1.57517,21.977,21.2755,-1120700,-5267570,1.354,7.720,-3.10658,-2.05361
1.58517,21.982,21.4422,-1126660,-5254400,1.365,7.731,-3.12310,-2.05361
1.59517,21.982,21.5946,-1130500,-5235090,1.375,7.741,-3.13374,-2.05361
1.60517,21.982,21.7384,-1138790,-5238630,1.384,7.750,-3.15673,-2.05361
1.61517,21.982,21.8874,-1146170,-5236660,1.393,7.759,-3.17719,-2.05361
1.62517,21.982,22.0268,-1149000,-5216380,1.402,7.768,-3.18503,-2.05361
1.63517,21.982,22.2221,-1156610,-5204780,1.415,7.781,-3.20612,-2.05361
1.64517,21.982,22.3897,-1164740,-5202120,1.425,7.791,-3.22865,-2.05361
1.65517,21.982,22.5572,-1170340,-5188310,1.436,7.802,-3.24418,-2.05361
1.66517,21.982,22.6970,-1177040,-5185890,1.445,7.811,-3.26276,-2.05361
1.67517,21.982,22.8375,-1184460,-5186480,1.454,7.820,-3.28334,-2.05361
1.68517,21.982,22.9567,-1190020,-5183730,1.461,7.827,-3.29872,-2.30833
1.69517,21.982,23.0616,-1195820,-5185300,1.468,7.834,-3.31480,-2.30833
1.70517,21.982,23.2852,-1201930,-5161800,1.482,7.848,-3.33176,-2.30833
1.71517,21.982,23.4345,-1210080,-5163660,1.492,7.858,-3.35433,-2.30833
1.72517,21.982,23.6358,-1217290,-5150220,1.505,7.871,-3.37434,-2.30833
1.73517,21.982,23.7698,-1223380,-5146760,1.513,7.879,-3.39120,-2.30833
1.74517,21.982,23.8997,-1229890,-5146030,1.521,7.887,-3.40925,-2.30833
1.75517,21.982,24.0958,-1237030,-5133800,1.534,7.900,-3.42904,-2.30833
1.76517,21.982,24.2265,-1241750,-5125570,1.542,7.908,-3.44212,-2.30833
1.77517,21.982,24.4329,-1248120,-5108350,1.555,7.921,-3.45978,-2.30833
1.78517,21.981,24.5528,-1257330,-5120940,1.563,7.929,-3.48533,-2.57594
1.79517,21.981,24.6848,-1264400,-5122200,1.571,7.937,-3.50493,-2.57594
1.80517,21.981,24.8248,-1271080,-5120200,1.580,7.946,-3.52343,-2.57594
1.81517,21.981,24.9648,-1275590,-5109540,1.589,7.955,-3.53593,-2.57594
1.82517,21.981,25.1052,-1284830,-5117790,1.598,7.964,-3.56155,-2.57594
1.83517,21.981,25.3181,-1291960,-5102920,1.612,7.978,-3.58132,-2.57594
1.84517,21.981,25.4694,-1294810,-5083780,1.621,7.987,-3.58920,-2.57594
1.85517,21.981,25.6659,-1305680,-5087210,1.634,8.000,-3.61934,-2.57594
1.86517,21.981,25.8340,-1312480,-5080440,1.645,8.011,-3.63820,-2.57594
1.87517,21.981,26.0025,-1317900,-5068360,1.655,8.021,-3.65321,-2.57594
1.88517,21.981,26.1000,-1327330,-5085560,1.662,8.027,-3.67936,-2.57594
1.89517,21.981,26.2830,-1333100,-5072080,1.673,8.039,-3.69534,-2.57594
1.90517,21.981,26.4327,-1339180,-5066390,1.683,8.049,-3.71221,-2.57594
1.91517,21.981,26.5726,-1346120,-5065800,1.692,8.058,-3.73143,-2.57594
1.92517,21.981,26.7365,-1354210,-5065040,1.702,8.068,-3.75388,-2.57594
1.93517,21.981,26.8814,-1360180,-5059940,1.711,8.077,-3.77043,-2.57594
1.94517,21.981,27.0210,-1368620,-5065030,1.720,8.086,-3.79381,-2.57594
1.95517,21.981,27.1607,-1377060,-5070050,1.729,8.095,-3.81721,-2.57594
1.96517,21.981,27.3010,-1380670,-5057230,1.738,8.104,-3.82722,-2.57594
1.97517,21.981,27.4553,-1390450,-5064430,1.748,8.114,-3.85434,-2.57594
1.98517,21.978,27.6581,-1397070,-5051230,1.761,8.127,-3.87269,-2.85694
1.99517,21.978,27.7918,-1401910,-5044340,1.769,8.135,-3.88610,-2.85694
2.00517,21.978,27.9315,-1412460,-5056860,1.778,8.144,-3.91533,-2.85694
2.01517,21.978,28.0709,-1419160,-5055630,1.787,8.153,-3.93391,-2.85694
2.02517,21.978,28.2105,-1425750,-5053970,1.796,8.162,-3.95219,-2.85694
2.03517,21.978,28.4421,-1434450,-5043420,1.811,8.177,-3.97630,-2.85694
2.04517,21.978,28.6051,-1439800,-5033360,1.821,8.187,-3.99112,-2.85694
2.05517,21.978,28.7492,-1446780,-5032400,1.830,8.196,-4.01046,-2.85694
2.06517,21.978,28.8884,-1455680,-5038960,1.839,8.205,-4.03514,-2.85694
2.07517,21.978,29.0276,-1463040,-5040160,1.848,8.214,-4.05554,-2.85694
2.08517,21.978,29.1967,-1469690,-5033740,1.859,8.225,-4.07397,-3.15051
2.09517,21.978,29.3761,-1480870,-5041080,1.870,8.236,-4.10498,-3.15051
2.10517,21.978,29.5343,-1483760,-5023850,1.880,8.246,-4.11298,-3.15051
2.11517,21.978,29.6826,-1488900,-5016060,1.890,8.256,-4.12723,-3.15051
2.12517,21.978,29.8292,-1504830,-5044830,1.899,8.265,-4.17139,-3.15051
2.13517,21.978,29.9979,-1507740,-5026160,1.910,8.276,-4.17945,-3.15051
2.14517,21.978,30.1558,-1510920,-5010400,1.920,8.286,-4.18828,-3.15051
2.15517,21.978,30.2950,-1526450,-5038630,1.929,8.295,-4.23133,-3.15051
2.16517,21.978,30.4437,-1531610,-5030980,1.938,8.304,-4.24563,-3.15051
2.17517,21.978,30.5846,-1534130,-5016030,1.947,8.313,-4.25261,-3.15051
2.18517,21.980,30.7344,-1547210,-5034120,1.957,8.322,-4.28886,-3.45653
2.19517,21.980,30.9021,-1556770,-5037740,1.967,8.333,-4.31536,-3.45653
2.20517,21.980,31.0421,-1557930,-5018770,1.976,8.342,-4.31858,-3.45653
2.21517,21.980,31.1816,-1569820,-5034450,1.985,8.351,-4.35155,-3.45653
2.22517,21.980,31.3207,-1578260,-5039040,1.994,8.360,-4.37495,-3.45653
2.23517,21.980,31.4135,-1580090,-5029970,2.000,8.366,-4.38002,-3.45653
2.24517,21.980,31.7115,-1593900,-5026230,2.019,8.385,-4.41828,-3.45653
2.25517,21.980,31.8515,-1600960,-5026310,2.028,8.394,-4.43785,-3.45653
2.26517,21.980,31.9913,-1604620,-5015820,2.037,8.402,-4.44802,-3.45653
2.27517,21.980,32.1401,-1617650,-5033100,2.046,8.412,-4.48411,-3.45653
2.28517,21.982,32.2780,-1622780,-5027520,2.055,8.421,-4.49836,-3.45653
2.29517,21.982,32.3830,-1627580,-5026010,2.061,8.427,-4.51164,-3.45653
2.30517,21.982,32.6072,-1640040,-5029670,2.076,8.442,-4.54618,-3.45653
2.31517,21.982,32.7408,-1646940,-5030220,2.084,8.450,-4.56531,-3.45653
2.32517,21.982,32.8498,-1652840,-5031510,2.091,8.457,-4.58168,-3.45653
2.33517,21.982,33.0720,-1663980,-5031370,2.105,8.471,-4.61254,-3.45653
2.34517,21.982,33.2253,-1670000,-5026290,2.115,8.481,-4.62924,-3.45653
2.35517,21.982,33.3649,-1675520,-5021810,2.124,8.490,-4.64454,-3.45653
2.36517,21.982,33.5462,-1686690,-5027950,2.136,8.501,-4.67550,-3.45653
2.37517,21.982,33.7271,-1693150,-5020150,2.147,8.513,-4.69342,-3.45653
2.38517,21.982,33.8587,-1700290,-5021730,2.155,8.521,-4.71321,-3.77092
